username,frequency,avg_message_length,total_messages,url_ratio,repetition_ratio,time_in_channel,suspicious_links,generic_name,is_bot,collection_date,data_version
FireStream110_1181,22.87,44.6,37,0.224,0.159,45.8,0,0,0,2025-10-20,1.0
King2024_1182,11.28,117.7,43,0.097,0.186,80.6,0,0,0,2025-10-20,1.0
user4872_1183,37.83,45.9,23,0.535,0.609,38.6,1,1,1,2025-10-20,1.0
IBAUTI_1184,29.99,46.3,30,0.209,0.066,35.3,0,0,0,2025-10-20,1.0
guest2074_1185,39.33,56.6,26,0.433,0.649,50.3,1,1,1,2025-10-20,1.0
player990_1186,153.06,28.3,114,0.636,0.827,104.6,0,1,1,2025-10-20,1.0
QueenLive_1187,28.8,51.8,13,0.203,0.303,48.2,1,0,0,2025-10-20,1.0
ShadowStream_1188,29.38,35.8,28,0.29,0.063,41.7,0,0,0,2025-10-20,1.0
Sahory08_1189,25.51,56.0,23,0.295,0.314,162.5,0,0,0,2025-10-20,1.0
Leax_1190,11.89,65.9,49,0.06,0.026,156.1,0,0,0,2025-10-20,1.0
Crazyzz_1191,24.36,24.6,10,0.119,0.092,67.4,0,0,0,2025-10-20,1.0
Fire2024_1192,12.3,61.6,42,0.093,0.377,40.5,0,0,0,2025-10-20,1.0
ladydelcarmen28U_1193,16.02,69.0,24,0.062,0.302,86.7,0,0,0,2025-10-20,1.0
viewer6627_1194,116.78,30.6,34,0.662,0.97,71.7,1,1,1,2025-10-20,1.0
MasterYT_1195,13.25,38.7,32,0.204,0.195,16.9,0,0,0,2025-10-20,1.0
viewer2208_1196,39.84,31.2,37,0.489,0.69,39.7,1,1,1,2025-10-20,1.0
ivani97_1197,22.5,88.3,16,0.202,0.371,69.1,0,0,0,2025-10-20,1.0
azuldi_1198,6.87,26.4,18,0.069,0.356,19.3,0,0,0,2025-10-20,1.0
cesarLCP_1199,22.23,52.1,37,0.085,0.301,15.2,0,0,0,2025-10-20,1.0
Alejo_ElPrrrinci_1200,8.88,106.7,23,0.013,0.098,140.1,1,0,0,2025-10-20,1.0
Shadow2025_1201,21.11,30.2,18,0.023,0.029,43.3,0,0,0,2025-10-20,1.0
GamerPlays_1202,11.19,102.0,11,0.139,0.005,91.9,1,0,0,2025-10-20,1.0
Jos_2020_1203,22.89,82.6,22,0.289,0.294,20.5,0,0,0,2025-10-20,1.0
Queenxx_1204,14.63,34.9,49,0.267,0.309,80.0,0,0,0,2025-10-20,1.0
Perruko96_1205,4.0,23.2,37,0.04,0.053,13.8,1,0,0,2025-10-20,1.0
ShadowLive_1206,7.01,69.3,20,0.141,0.32,88.3,1,0,0,2025-10-20,1.0
Dalessandro97_1207,18.84,80.6,20,0.271,0.201,89.0,0,0,0,2025-10-20,1.0
Masterxx67_1208,15.09,82.6,40,0.291,0.187,107.5,0,0,0,2025-10-20,1.0
viewer3614_1209,34.66,46.5,23,0.48,0.586,90.4,0,1,1,2025-10-20,1.0
test9524_1210,194.53,15.2,204,0.623,0.873,94.3,1,1,1,2025-10-20,1.0
test5529_1211,64.99,29.1,191,0.59,0.868,57.3,1,1,1,2025-10-20,1.0
bot207_1212,115.88,20.3,124,0.706,0.868,73.8,1,1,1,2025-10-20,1.0
guest2560_1213,163.2,28.9,296,0.672,0.623,89.5,1,1,1,2025-10-20,1.0
guest6972_1214,89.55,16.1,275,0.88,0.857,39.6,1,1,1,2025-10-20,1.0
viewer4133_1215,171.81,38.7,251,0.501,0.842,10.9,1,1,1,2025-10-20,1.0
Fire123_1216,12.97,35.4,20,0.188,0.219,49.3,0,0,0,2025-10-20,1.0
rumualdo9_1217,23.2,39.0,18,0.033,0.241,146.2,0,0,0,2025-10-20,1.0
Juangua_1218,4.16,45.8,7,0.095,0.35,69.0,0,0,0,2025-10-20,1.0
CrazyPlays678_1219,18.76,40.2,6,0.006,0.381,133.2,0,0,0,2025-10-20,1.0
guest9457_1220,37.12,35.7,18,0.544,0.531,88.0,0,1,1,2025-10-20,1.0
player445_1221,166.41,10.7,205,0.886,0.742,12.9,1,1,1,2025-10-20,1.0
Ultra2024_1222,13.48,119.1,25,0.166,0.212,64.7,1,0,0,2025-10-20,1.0
Antonella_12ofic_1223,27.45,58.6,46,0.196,0.365,151.7,0,0,0,2025-10-20,1.0
Nenamaria47_1224,34.08,71.5,64,0.119,0.454,133.3,0,0,0,2025-10-20,1.0
guest7751_1225,137.59,37.7,242,0.795,0.602,93.8,1,1,1,2025-10-20,1.0
guest4486_1226,196.46,26.7,117,0.522,0.951,110.7,1,1,1,2025-10-20,1.0
Dolcezza12_1227,18.71,84.7,20,0.223,0.196,83.1,0,0,0,2025-10-20,1.0
Sonia2002_1228,27.57,56.2,39,0.417,0.63,72.3,0,0,1,2025-10-20,1.0
ShadowGaming60_1229,23.53,56.2,53,0.222,0.348,148.0,0,0,0,2025-10-20,1.0
Proxx_1230,25.7,53.5,27,0.204,0.302,39.6,0,0,0,2025-10-20,1.0
GamerPro_1231,7.05,92.4,41,0.204,0.243,106.0,0,0,0,2025-10-20,1.0
Gamerxx_1232,25.59,100.6,37,0.139,0.13,113.5,0,0,0,2025-10-20,1.0
alaniss_94_1233,28.38,95.5,12,0.101,0.324,128.3,0,0,0,2025-10-20,1.0
user6929_1234,121.67,28.8,280,0.51,0.781,84.1,1,1,1,2025-10-20,1.0
Dark__1235,26.1,72.2,12,0.268,0.012,162.2,1,0,0,2025-10-20,1.0
user2460_1236,194.5,20.2,121,0.504,0.858,99.9,1,1,1,2025-10-20,1.0
Lordxx619_1237,34.55,55.0,42,0.469,0.552,54.4,1,0,1,2025-10-20,1.0
Emy1222_1238,15.01,117.9,11,0.107,0.292,173.9,0,0,0,2025-10-20,1.0
abraham91289_1239,31.69,51.5,69,0.237,0.414,164.7,0,0,0,2025-10-20,1.0
GoldeHuijsen_1240,15.33,32.3,46,0.136,0.294,72.4,1,0,0,2025-10-20,1.0
user3044_1241,99.36,33.2,76,0.692,0.732,54.7,1,1,1,2025-10-20,1.0
TP_MonicaMilagros1_1242,7.99,91.6,13,0.296,0.224,128.3,0,0,0,2025-10-20,1.0
mariarosa21092000_1243,19.47,66.0,4,0.004,0.048,120.3,0,0,0,2025-10-20,1.0
Alexandra0901_1244,23.3,65.3,40,0.231,0.267,155.3,0,0,0,2025-10-20,1.0
Master2024_1245,27.68,32.4,47,0.452,0.671,89.1,0,0,1,2025-10-20,1.0
viewer5343_1246,124.26,17.4,158,0.697,0.809,90.9,1,1,1,2025-10-20,1.0
player313_1247,54.17,30.3,47,0.798,0.881,29.3,0,1,1,2025-10-20,1.0
frenchiexdd_1248,34.61,68.9,30,0.377,0.335,93.2,0,0,0,2025-10-20,1.0
Emy1222_1249,7.11,81.0,37,0.094,0.332,112.6,0,0,0,2025-10-20,1.0
Shadow2025663_1250,28.45,52.5,37,0.55,0.587,94.6,0,0,1,2025-10-20,1.0
CrazyPlays6_1251,31.27,65.6,68,0.18,0.28,181.1,0,0,0,2025-10-20,1.0
guest3382_1252,138.71,39.4,200,0.63,0.841,67.1,1,1,1,2025-10-20,1.0
Super2025964_1253,15.65,77.8,35,0.032,0.328,84.0,1,0,0,2025-10-20,1.0
BRISA_PUEE444_1254,15.81,69.8,48,0.284,0.143,33.9,0,0,0,2025-10-20,1.0
EL_SOBA_NALGAS_1255,21.66,63.8,56,0.343,0.303,188.2,0,0,0,2025-10-20,1.0
QueenPro_1256,11.57,88.4,3,0.221,0.195,148.2,0,0,0,2025-10-20,1.0
test3374_1257,50.53,31.2,94,0.694,0.769,107.5,1,1,1,2025-10-20,1.0
Sahory08_1258,120.43,11.5,105,0.954,0.691,21.7,1,0,1,2025-10-20,1.0
viewer4552_1259,63.67,39.5,86,0.565,0.677,93.4,1,1,1,2025-10-20,1.0
bot996_1260,41.65,31.5,220,0.811,0.976,40.9,1,1,1,2025-10-20,1.0
Chaufitabsd_1261,28.34,86.3,43,0.248,0.144,112.0,0,0,0,2025-10-20,1.0
Jimenaeste_1262,27.2,54.8,8,0.211,0.291,162.5,1,0,0,2025-10-20,1.0
TP_MonicaMilagros1_1263,28.87,44.4,49,0.537,0.668,53.2,0,0,1,2025-10-20,1.0
Gamer123_1264,14.08,84.1,47,0.034,0.181,42.7,0,0,0,2025-10-20,1.0
MasterPlays_1265,34.91,74.5,28,0.2,0.484,166.8,0,0,0,2025-10-20,1.0
Yael912j_1266,25.87,34.2,40,0.487,0.581,31.0,1,0,1,2025-10-20,1.0
Evvv_fly_1267,3.48,44.3,40,0.015,0.342,121.9,0,0,0,2025-10-20,1.0
test3822_1268,161.2,18.3,114,0.821,0.674,108.2,1,1,1,2025-10-20,1.0
alberatriz_1269,9.07,21.9,35,0.193,0.164,99.4,0,0,0,2025-10-20,1.0
Meli_ssa3_1270,10.43,31.0,26,0.114,0.278,149.0,0,0,0,2025-10-20,1.0
bot536_1271,141.82,19.7,102,0.595,0.864,30.2,1,1,1,2025-10-20,1.0
guest4365_1272,85.34,35.1,176,0.687,0.838,6.4,1,1,1,2025-10-20,1.0
N0kc_1273,27.26,39.3,37,0.25,0.48,55.5,0,0,0,2025-10-20,1.0
ProTTV874_1274,19.69,51.8,13,0.264,0.334,49.1,1,0,0,2025-10-20,1.0
TP_MonicaMilagros1_1275,25.37,30.1,22,0.481,0.67,83.9,1,0,1,2025-10-20,1.0
Masterzz_1276,28.8,119.6,37,0.068,0.041,80.5,0,0,0,2025-10-20,1.0
Mikyyybb_1277,3.8,25.5,11,0.273,0.208,143.9,0,0,0,2025-10-20,1.0
rxfaaas_1278,14.76,23.9,4,0.027,0.141,11.1,0,0,0,2025-10-20,1.0
juss10_1279,13.71,64.1,32,0.232,0.014,110.8,0,0,0,2025-10-20,1.0
mampano20_1280,15.03,85.7,9,0.252,0.058,161.5,0,0,0,2025-10-20,1.0
Yael912j_1281,12.69,51.9,43,0.066,0.072,12.7,0,0,0,2025-10-20,1.0
Ultra123_1282,22.15,31.2,11,0.236,0.334,102.7,0,0,0,2025-10-20,1.0
Gamer2025_1283,23.78,76.6,49,0.11,0.321,194.3,0,0,0,2025-10-20,1.0
viewer7332_1284,37.1,31.5,36,0.561,0.531,21.2,1,1,1,2025-10-20,1.0
player295_1285,126.82,18.6,189,0.515,0.614,99.6,1,1,1,2025-10-20,1.0
test4829_1286,169.91,38.4,114,0.929,0.65,86.1,1,1,1,2025-10-20,1.0
mikeee25AA_1287,12.43,65.8,18,0.055,0.057,170.7,0,0,0,2025-10-20,1.0
Epic__1288,25.76,36.3,15,0.013,0.146,74.6,0,0,0,2025-10-20,1.0
player637_1289,68.65,33.9,212,0.773,0.781,111.1,1,1,1,2025-10-20,1.0
viewer9709_1290,147.47,20.0,98,0.816,0.609,87.9,1,1,1,2025-10-20,1.0
viewer2369_1291,48.72,35.1,168,0.764,0.813,24.6,1,1,1,2025-10-20,1.0
user4699_1292,139.53,39.8,134,0.787,0.758,102.4,0,1,1,2025-10-20,1.0
Ultrazz_1293,10.71,52.0,18,0.204,0.023,167.9,0,0,0,2025-10-20,1.0
emanuelc_10_1294,11.69,87.2,47,0.146,0.186,121.3,0,0,0,2025-10-20,1.0
MasterStream_1295,17.99,23.2,45,0.012,0.206,18.3,1,0,0,2025-10-20,1.0
abraham91289_1296,21.64,91.6,24,0.142,0.187,15.7,0,0,0,2025-10-20,1.0
Ultra2025556_1297,31.22,27.3,32,0.171,0.31,164.9,0,0,0,2025-10-20,1.0
user7635_1298,89.91,19.6,225,0.873,0.676,104.8,1,1,1,2025-10-20,1.0
Epic2025368_1299,19.25,63.5,23,0.158,0.145,116.4,1,0,0,2025-10-20,1.0
SuperGaming752_1300,25.3,65.9,30,0.08,0.258,177.6,1,0,0,2025-10-20,1.0
ThuZambito_69_1301,9.8,29.6,10,0.052,0.337,58.3,0,0,0,2025-10-20,1.0
Strongg7_1302,34.12,63.1,49,0.38,0.344,125.4,0,0,0,2025-10-20,1.0
mariajusu_1303,35.07,30.1,47,0.423,0.519,46.6,1,0,1,2025-10-20,1.0
iloveyomar_1304,33.45,24.5,35,0.132,0.242,117.1,0,0,0,2025-10-20,1.0
Antonella_12ofic_1305,22.86,32.7,7,0.213,0.084,62.2,0,0,0,2025-10-20,1.0
guest7285_1306,90.43,33.2,53,0.618,0.878,68.1,1,1,1,2025-10-20,1.0
Alexandra0901_1307,25.41,113.6,9,0.146,0.104,138.3,0,0,0,2025-10-20,1.0
CrazyPro_1308,6.76,56.7,30,0.085,0.391,54.7,0,0,0,2025-10-20,1.0
LadyYT_1309,33.22,56.9,57,0.183,0.2,177.1,0,0,0,2025-10-20,1.0
CDanQui_W_1310,16.49,21.5,15,0.154,0.229,167.4,0,0,0,2025-10-20,1.0
Camilonia22_1311,34.76,48.4,26,0.564,0.508,89.7,1,0,1,2025-10-20,1.0
test6878_1312,25.4,46.9,22,0.468,0.657,35.4,0,1,1,2025-10-20,1.0
Dark2024426_1313,7.21,111.0,41,0.049,0.348,56.3,1,0,0,2025-10-20,1.0
Celeste_0340_1314,19.66,113.4,38,0.031,0.092,77.0,0,0,0,2025-10-20,1.0
TP_mafe26_1315,11.15,32.8,6,0.134,0.066,68.8,0,0,0,2025-10-20,1.0
MegaTTV_1316,8.52,113.0,43,0.005,0.051,94.3,0,0,0,2025-10-20,1.0
Andresjr_11_1317,111.49,23.4,287,0.96,0.718,29.0,0,0,1,2025-10-20,1.0
Juniorxito1999_1318,31.3,58.3,46,0.574,0.514,88.3,0,0,1,2025-10-20,1.0
Wildxx131_1319,29.42,47.0,35,0.076,0.143,42.5,0,0,0,2025-10-20,1.0
Beltrocho11_1320,19.45,86.6,28,0.062,0.302,146.6,0,0,0,2025-10-20,1.0
Lord2025_1321,27.69,59.1,42,0.0,0.067,15.2,0,0,0,2025-10-20,1.0
BRISA_PUEE444_1322,36.35,40.0,41,0.43,0.526,47.7,0,0,1,2025-10-20,1.0
test5541_1323,25.43,40.1,18,0.452,0.668,22.6,1,1,1,2025-10-20,1.0
ProTTV273_1324,14.62,87.0,15,0.123,0.284,97.2,0,0,0,2025-10-20,1.0
alissonlama_1325,31.45,65.4,55,0.188,0.347,48.8,0,0,0,2025-10-20,1.0
Wild2024_1326,17.22,29.9,17,0.015,0.158,42.1,0,0,0,2025-10-20,1.0
Giandrex_1327,8.63,97.6,48,0.14,0.122,83.0,0,0,0,2025-10-20,1.0
viewer8736_1328,154.58,18.2,141,0.561,0.669,83.3,1,1,1,2025-10-20,1.0
camilaaylen_1329,12.72,45.1,31,0.264,0.13,77.4,0,0,0,2025-10-20,1.0
QueenLive_1330,28.73,53.3,29,0.121,0.158,42.9,0,0,0,2025-10-20,1.0
Afra_02_1331,14.31,64.6,22,0.162,0.1,161.5,0,0,0,2025-10-20,1.0
user8622_1332,64.48,17.1,264,0.736,0.803,25.5,1,1,1,2025-10-20,1.0
Jimenaeste_1333,28.14,30.1,23,0.502,0.576,55.9,0,0,1,2025-10-20,1.0
ProPro582_1334,22.64,45.7,35,0.268,0.238,191.5,0,0,0,2025-10-20,1.0
user5677_1335,38.82,39.6,23,0.507,0.665,28.3,0,1,1,2025-10-20,1.0
viewer3562_1336,116.24,32.1,67,0.72,0.783,29.4,1,1,1,2025-10-20,1.0
Evvv_fly_1337,88.97,26.6,243,0.708,0.664,59.6,1,0,1,2025-10-20,1.0
guest4033_1338,35.73,53.6,39,0.518,0.59,88.7,0,1,1,2025-10-20,1.0
Evvv_fly_1339,25.37,96.2,18,0.16,0.025,45.5,0,0,0,2025-10-20,1.0
alisandraq_1340,21.68,42.3,15,0.154,0.128,38.5,0,0,0,2025-10-20,1.0
Master123_1341,21.01,107.4,23,0.124,0.306,109.0,1,0,0,2025-10-20,1.0
guest7493_1342,95.21,20.4,38,0.774,0.803,45.9,0,1,1,2025-10-20,1.0
Lordxx_1343,26.71,116.7,23,0.285,0.289,22.0,0,0,0,2025-10-20,1.0
Epic2024_1344,4.25,108.7,12,0.225,0.113,148.2,0,0,0,2025-10-20,1.0
Lord__1345,15.93,20.6,8,0.172,0.01,77.5,0,0,0,2025-10-20,1.0
josefms_1346,5.7,57.6,34,0.235,0.212,110.3,0,0,0,2025-10-20,1.0
Fabrizzio2008_1347,5.56,59.6,15,0.087,0.049,147.0,1,0,0,2025-10-20,1.0
Wild2025_1348,33.84,67.7,56,0.36,0.441,140.0,0,0,0,2025-10-20,1.0
guest7331_1349,188.27,31.8,118,0.785,0.798,115.5,0,1,1,2025-10-20,1.0
daleshklu_1350,26.42,42.5,25,0.04,0.158,40.1,0,0,0,2025-10-20,1.0
Suscriptor_1351,6.72,54.2,10,0.085,0.297,91.2,0,0,0,2025-10-20,1.0
diazbernalsamuel_1352,97.99,35.9,59,0.963,0.84,11.3,1,0,1,2025-10-20,1.0
Lady__1353,29.07,79.4,40,0.079,0.084,143.3,0,0,0,2025-10-20,1.0
Fiorella0208_1354,31.02,71.2,49,0.187,0.305,88.3,0,0,0,2025-10-20,1.0
viewer9407_1355,144.36,22.2,190,0.554,0.606,109.6,1,1,1,2025-10-20,1.0
LadyStream_1356,26.38,107.0,30,0.129,0.257,149.1,1,0,0,2025-10-20,1.0
Megazz112_1357,11.41,33.4,6,0.298,0.262,102.2,0,0,0,2025-10-20,1.0
Anettec_1358,9.47,116.7,10,0.236,0.394,13.4,0,0,0,2025-10-20,1.0
geminis_03_1359,27.57,23.8,56,0.121,0.427,123.0,0,0,0,2025-10-20,1.0
Davidxx00_1360,134.14,21.9,292,0.772,0.705,86.6,1,0,1,2025-10-20,1.0
ShadowGaming67_1361,23.05,82.0,24,0.058,0.121,115.6,0,0,0,2025-10-20,1.0
bot700_1362,74.99,11.8,65,0.803,0.923,10.2,1,1,1,2025-10-20,1.0
test3757_1363,198.58,32.4,229,0.975,0.677,70.0,0,1,1,2025-10-20,1.0
Dark2025836_1364,9.89,58.2,7,0.034,0.291,170.5,0,0,0,2025-10-20,1.0
MegaYT946_1365,12.2,64.9,43,0.039,0.13,108.1,0,0,0,2025-10-20,1.0
Super2025657_1366,35.29,37.5,17,0.538,0.614,52.4,1,0,1,2025-10-20,1.0
player545_1367,93.99,37.0,194,0.622,0.789,43.0,0,1,1,2025-10-20,1.0
JUANCHIMBO_1368,32.34,22.5,62,0.292,0.303,50.0,0,0,0,2025-10-20,1.0
Crazy_355_1369,28.38,26.4,21,0.007,0.132,101.3,0,0,0,2025-10-20,1.0
Wildxx_1370,22.24,84.5,37,0.143,0.202,154.7,0,0,0,2025-10-20,1.0
liziia7_1371,8.71,109.2,48,0.236,0.217,172.7,0,0,0,2025-10-20,1.0
TP_MonicaMilagros1_1372,10.56,66.0,11,0.191,0.2,27.6,0,0,0,2025-10-20,1.0
SuperTTV_1373,100.16,32.7,175,0.539,0.607,16.8,1,0,1,2025-10-20,1.0
Queen__1374,5.83,54.8,48,0.147,0.045,88.0,0,0,0,2025-10-20,1.0
guest3577_1375,39.52,55.9,30,0.413,0.595,75.1,0,1,1,2025-10-20,1.0
guest2997_1376,192.73,37.6,42,0.669,0.754,32.5,1,1,1,2025-10-20,1.0
guest8740_1377,31.13,42.9,35,0.504,0.53,25.2,0,1,1,2025-10-20,1.0
bot710_1378,102.38,24.4,67,0.541,0.915,117.3,1,1,1,2025-10-20,1.0
Gamerzz288_1379,176.48,18.8,133,0.926,0.72,24.5,1,0,1,2025-10-20,1.0
viewer7075_1380,39.73,41.7,17,0.418,0.618,67.9,1,1,1,2025-10-20,1.0
viewer5129_1381,49.01,13.6,61,0.825,0.883,72.1,0,1,1,2025-10-20,1.0
PaolaArone_1382,5.03,70.7,7,0.291,0.015,138.1,0,0,0,2025-10-20,1.0
EpicTTV_1383,8.73,48.0,5,0.239,0.167,48.9,0,0,0,2025-10-20,1.0
veronicazcabellos_1384,34.75,28.4,29,0.194,0.466,118.7,0,0,0,2025-10-20,1.0
LadyLive_1385,125.69,24.3,135,0.944,0.94,43.6,1,0,1,2025-10-20,1.0
maffe900_1386,2.95,104.2,24,0.028,0.283,93.2,0,0,0,2025-10-20,1.0
Iamjesmar_1387,28.64,57.3,18,0.494,0.678,71.3,1,0,1,2025-10-20,1.0
Carlos15yep_1388,7.02,22.5,4,0.176,0.025,173.0,0,0,0,2025-10-20,1.0
Juanes_P30_1389,28.74,69.7,21,0.145,0.316,91.1,0,0,0,2025-10-20,1.0
estrellamonterrey_1390,15.52,49.8,42,0.181,0.182,79.3,0,0,0,2025-10-20,1.0
user1596_1391,87.35,23.8,140,0.861,0.746,61.3,1,1,1,2025-10-20,1.0
Ajr_1403_1392,16.78,41.6,44,0.026,0.178,154.4,0,0,0,2025-10-20,1.0
Suscriptor_1393,20.46,54.9,34,0.193,0.372,153.0,0,0,0,2025-10-20,1.0
bot579_1394,172.42,39.0,270,0.8,0.801,8.2,1,1,1,2025-10-20,1.0
bot524_1395,197.01,17.7,206,0.599,0.815,58.4,0,1,1,2025-10-20,1.0
KarlonchoCR6_1396,17.27,34.7,24,0.264,0.168,152.7,0,0,0,2025-10-20,1.0
Jeisber_1397,11.33,60.0,22,0.188,0.115,174.8,0,0,0,2025-10-20,1.0
HaroldSkn_1398,20.99,88.5,13,0.295,0.337,144.1,0,0,0,2025-10-20,1.0
yeni0707_1399,32.87,54.2,27,0.528,0.549,28.7,0,0,1,2025-10-20,1.0
player658_1400,26.56,33.7,18,0.522,0.539,40.1,1,1,1,2025-10-20,1.0
Lord2025_1401,4.45,85.6,45,0.028,0.105,163.4,0,0,0,2025-10-20,1.0
Andresjr_11_1402,33.6,36.5,45,0.588,0.604,48.2,1,0,1,2025-10-20,1.0
zarela1_1403,29.44,65.8,55,0.301,0.245,88.8,0,0,0,2025-10-20,1.0
guest8022_1404,145.22,27.0,55,0.684,0.701,33.1,0,1,1,2025-10-20,1.0
guest8045_1405,95.38,39.3,203,0.911,0.65,104.1,0,1,1,2025-10-20,1.0
iracund_1406,19.86,105.2,19,0.044,0.133,87.4,0,0,0,2025-10-20,1.0
naoo2025_1407,9.26,78.2,23,0.007,0.016,150.6,0,0,0,2025-10-20,1.0
Juanes_P30_1408,33.34,44.5,37,0.375,0.316,115.6,0,0,0,2025-10-20,1.0
ladydelcarmen28U_1409,17.68,65.0,33,0.286,0.318,16.8,0,0,0,2025-10-20,1.0
fioCas0704_1410,15.87,70.2,4,0.107,0.296,96.7,0,0,0,2025-10-20,1.0
Shadow123_1411,30.18,70.4,49,0.201,0.431,75.1,0,0,0,2025-10-20,1.0
guest6442_1412,110.95,28.1,189,0.903,0.781,119.6,1,1,1,2025-10-20,1.0
SuperPro_1413,9.69,23.2,41,0.083,0.319,59.0,0,0,0,2025-10-20,1.0
Nenamaria47_1414,22.55,37.3,16,0.259,0.354,17.6,0,0,0,2025-10-20,1.0
Rosioz_1415,22.29,38.6,29,0.355,0.297,104.7,0,0,0,2025-10-20,1.0
Denissegoau_1416,19.82,104.9,34,0.22,0.094,73.1,0,0,0,2025-10-20,1.0
bot897_1417,27.8,38.1,43,0.491,0.634,45.5,1,1,1,2025-10-20,1.0
test4243_1418,150.8,22.9,211,0.638,0.716,95.7,1,1,1,2025-10-20,1.0
player685_1419,150.09,13.6,283,0.591,0.837,30.6,1,1,1,2025-10-20,1.0
bot366_1420,191.81,18.0,249,0.528,0.804,13.1,0,1,1,2025-10-20,1.0
Darkxx_1421,10.86,98.2,11,0.235,0.266,126.1,0,0,0,2025-10-20,1.0
Strongg7_1422,18.38,21.2,18,0.019,0.209,149.0,0,0,0,2025-10-20,1.0
leidy123456_1423,21.48,24.4,38,0.33,0.292,99.4,0,0,0,2025-10-20,1.0
Wild2024838_1424,26.85,15.0,47,0.377,0.26,138.8,0,0,0,2025-10-20,1.0
viewer9819_1425,36.19,31.1,35,0.557,0.503,64.0,0,1,1,2025-10-20,1.0
KingLive_1426,28.99,16.5,33,0.266,0.321,62.3,0,0,0,2025-10-20,1.0
karolmarinaa_1427,25.89,91.5,35,0.164,0.28,169.1,0,0,0,2025-10-20,1.0
viewer3083_1428,182.2,30.8,95,0.966,0.64,35.8,1,1,1,2025-10-20,1.0
bot157_1429,92.83,32.7,170,0.602,0.934,106.2,0,1,1,2025-10-20,1.0
Chaufitabsd_1430,15.68,27.8,11,0.096,0.168,111.0,0,0,0,2025-10-20,1.0
Ultrazz193_1431,29.21,55.9,22,0.272,0.064,14.9,0,0,0,2025-10-20,1.0
test5911_1432,195.79,18.5,112,0.743,0.77,119.4,1,1,1,2025-10-20,1.0
Lord__1433,5.39,20.6,26,0.299,0.278,62.4,0,0,0,2025-10-20,1.0
liliangiuliana17_1434,21.9,73.9,51,0.321,0.209,83.6,0,0,0,2025-10-20,1.0
test7766_1435,26.8,54.1,23,0.58,0.682,95.5,1,1,1,2025-10-20,1.0
guest4389_1436,25.02,56.1,16,0.543,0.509,41.3,1,1,1,2025-10-20,1.0
KingGaming_1437,26.39,84.5,47,0.084,0.238,127.3,0,0,0,2025-10-20,1.0
Proxx110_1438,8.71,106.0,46,0.248,0.134,56.3,0,0,0,2025-10-20,1.0
fabiuhhh_1439,28.78,96.5,22,0.224,0.38,94.9,0,0,0,2025-10-20,1.0
Denissegoau_1440,10.78,58.1,3,0.217,0.14,63.3,0,0,0,2025-10-20,1.0
Alebc8_1441,20.53,76.8,37,0.105,0.223,128.6,0,0,0,2025-10-20,1.0
Mila_318_1442,144.54,15.8,109,0.81,0.828,63.2,1,0,1,2025-10-20,1.0
gianiitt_1443,11.38,23.5,16,0.231,0.082,131.1,0,0,0,2025-10-20,1.0
Shadowzz_1444,12.94,67.2,43,0.194,0.018,102.2,1,0,0,2025-10-20,1.0
ShadowXD_1445,156.64,35.9,103,0.904,0.674,44.7,1,0,1,2025-10-20,1.0
bot707_1446,67.71,23.0,137,0.808,0.841,10.2,1,1,1,2025-10-20,1.0
Camilonia22_1447,24.86,47.6,53,0.17,0.416,123.0,0,0,0,2025-10-20,1.0
guest2823_1448,96.73,26.9,98,0.958,0.701,108.0,1,1,1,2025-10-20,1.0
Carlos_pl2_1449,32.73,34.2,53,0.115,0.344,75.6,0,0,0,2025-10-20,1.0
Sebgol_1450,26.84,24.9,9,0.025,0.337,11.8,0,0,0,2025-10-20,1.0
viewer3268_1451,173.25,37.2,33,0.837,0.62,68.1,1,1,1,2025-10-20,1.0
bot107_1452,151.51,21.5,229,0.958,0.964,11.7,1,1,1,2025-10-20,1.0
MegaGaming_1453,29.56,23.0,49,0.187,0.223,20.1,0,0,0,2025-10-20,1.0
matias_antonio_1454,16.29,63.4,30,0.07,0.377,110.1,0,0,0,2025-10-20,1.0
Queen__1455,15.8,77.3,10,0.268,0.093,42.2,0,0,0,2025-10-20,1.0
test6085_1456,186.35,24.8,152,0.519,0.877,65.7,1,1,1,2025-10-20,1.0
Lady123_1457,23.13,34.6,43,0.193,0.092,36.8,0,0,0,2025-10-20,1.0
QueenXD_1458,20.46,21.1,34,0.251,0.454,176.5,0,0,0,2025-10-20,1.0
mikeee25AA_1459,33.34,42.3,48,0.425,0.695,38.5,0,0,1,2025-10-20,1.0
Dark2025_1460,29.83,52.6,31,0.148,0.401,167.5,0,0,0,2025-10-20,1.0
Masterxx_1461,30.66,49.9,23,0.425,0.512,44.4,1,0,1,2025-10-20,1.0
DarkXD_1462,3.98,57.6,6,0.231,0.057,160.4,0,0,0,2025-10-20,1.0
Shadow__1463,25.86,116.5,30,0.273,0.323,162.1,1,0,0,2025-10-20,1.0
Juniorxito1999_1464,28.11,43.7,35,0.293,0.385,49.9,0,0,0,2025-10-20,1.0
KingGaming_1465,22.6,47.0,19,0.261,0.124,102.9,0,0,0,2025-10-20,1.0
stalynerick_1466,27.65,60.7,15,0.029,0.317,150.3,1,0,0,2025-10-20,1.0
ShadowPlays_1467,29.54,77.1,23,0.165,0.046,78.3,0,0,0,2025-10-20,1.0
GREZHIA_1468,30.64,19.0,66,0.124,0.474,113.4,0,0,0,2025-10-20,1.0
